checkpoint,target_step,interval,selection_index,token_id,token,wikitext_train_count,center_norm,center_tail_radius_mean,center_tail_radius_max,center_tail_relative_radius_mean,cosine_neighbor_token_id,cosine_neighbor_token,cosine_neighbor_wikitext_train_count,cosine_similarity,cosine_top1_top2_margin,cosine_vocab_zscore,geometry_confidence,cosine_top5,lm_top1_token_id,lm_top1_token,lm_top1_wikitext_train_count,lm_top1_probability,lm_top1_top2_logit_margin,lm_normalized_entropy,lm_top5,cosine_neighbor_matches_lm_top1,similarity_prediction_description
step1000,1000,endpoint,2,1941, evidence,284,25.85003662109375,12.09837532043457,19.357688903808594,0.46802160143852234,42636,Hb,0,0.19022861123085022,0.011275097727775574,4.196954113099275,moderate_separation,"[{""token_id"": 42636, ""token"": ""Hb"", ""value"": 0.19022861123085022}, {""token_id"": 44489, ""token"": "" Naples"", ""value"": 0.17895351350307465}, {""token_id"": 16987, ""token"": "" 05"", ""value"": 0.17572909593582153}, {""token_id"": 25028, ""token"": ""ernate"", ""value"": 0.17080065608024597}, {""token_id"": 31202, ""token"": ""0017"", ""value"": 0.1625405251979828}]",15,.,8666,0.09909778833389282,0.6338019371032715,0.6973770260810852,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.09909778833389282}, {""token_id"": 27, ""token"": "":"", ""value"": 0.0525783933699131}, {""token_id"": 16, ""token"": ""/"", ""value"": 0.01704275794327259}, {""token_id"": 14, ""token"": ""-"", ""value"": 0.0136539526283741}, {""token_id"": 51, ""token"": ""R"", ""value"": 0.01359835360199213}]",False,geometry_only_neighbor; LM_head_predicts_token15; LM_top1_p=0.0991
step1000,1000,endpoint,3,38730, orientations,4,24.599746704101562,14.84994125366211,21.104360580444336,0.603662371635437,32973, scaffold,2,0.19814586639404297,0.01094520092010498,4.377093732415178,moderate_separation,"[{""token_id"": 32973, ""token"": "" scaffold"", ""value"": 0.19814586639404297}, {""token_id"": 25554, ""token"": ""ocarcinoma"", ""value"": 0.187200665473938}, {""token_id"": 44489, ""token"": "" Naples"", ""value"": 0.18586409091949463}, {""token_id"": 42636, ""token"": ""Hb"", ""value"": 0.1823590248823166}, {""token_id"": 19544, ""token"": "" Cohen"", ""value"": 0.18160736560821533}]",15,.,8666,0.1188574805855751,0.6820068359375,0.6614700555801392,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.1188574805855751}, {""token_id"": 27, ""token"": "":"", ""value"": 0.06009449437260628}, {""token_id"": 16, ""token"": ""/"", ""value"": 0.028012005612254143}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.018351204693317413}, {""token_id"": 14, ""token"": ""-"", ""value"": 0.01573757641017437}]",False,geometry_only_neighbor; LM_head_predicts_token15; LM_top1_p=0.1189
step1000,1000,endpoint,4,21853, workplace,10,26.294513702392578,11.433788299560547,17.47330665588379,0.4348355233669281,28805, Rav,30,0.20050875842571259,0.017133384943008423,4.4748657512209,moderate_separation,"[{""token_id"": 28805, ""token"": "" Rav"", ""value"": 0.20050875842571259}, {""token_id"": 48185, ""token"": "" Α"", ""value"": 0.18337537348270416}, {""token_id"": 42636, ""token"": ""Hb"", ""value"": 0.17486979067325592}, {""token_id"": 16987, ""token"": "" 05"", ""value"": 0.17122451961040497}, {""token_id"": 48412, ""token"": ""ipers"", ""value"": 0.17063690721988678}]",15,.,8666,0.089487724006176,0.03234577178955078,0.6780588626861572,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.089487724006176}, {""token_id"": 27, ""token"": "":"", ""value"": 0.08663948625326157}, {""token_id"": 16, ""token"": ""/"", ""value"": 0.016132358461618423}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.014550440944731236}, {""token_id"": 13, ""token"": "","", ""value"": 0.013486893847584724}]",False,geometry_only_neighbor; LM_head_predicts_token15; LM_top1_p=0.0895
step1000,1000,endpoint,5,5631, Govern,13,23.572973251342773,16.395633697509766,20.957504272460938,0.6955267786979675,28805, Rav,30,0.19038262963294983,0.0006405115127563477,4.234423317413101,low_separation,"[{""token_id"": 28805, ""token"": "" Rav"", ""value"": 0.19038262963294983}, {""token_id"": 32973, ""token"": "" scaffold"", ""value"": 0.18974211812019348}, {""token_id"": 42636, ""token"": ""Hb"", ""value"": 0.17492154240608215}, {""token_id"": 44489, ""token"": "" Naples"", ""value"": 0.17257580161094666}, {""token_id"": 25554, ""token"": ""ocarcinoma"", ""value"": 0.17062291502952576}]",15,.,8666,0.1078571304678917,0.43883705139160156,0.676613450050354,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.1078571304678917}, {""token_id"": 27, ""token"": "":"", ""value"": 0.06954475492238998}, {""token_id"": 16, ""token"": ""/"", ""value"": 0.01894466020166874}, {""token_id"": 13, ""token"": "","", ""value"": 0.017363833263516426}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.01706576719880104}]",False,geometry_only_neighbor; LM_head_predicts_token15; LM_top1_p=0.1079
step1000,1000,endpoint,6,30736,corn,3,27.706707000732422,7.521849155426025,14.379403114318848,0.27148115634918213,28805, Rav,30,0.18679127097129822,1.633167266845703e-05,4.166371631287106,low_separation,"[{""token_id"": 28805, ""token"": "" Rav"", ""value"": 0.18679127097129822}, {""token_id"": 48185, ""token"": "" Α"", ""value"": 0.18677493929862976}, {""token_id"": 16987, ""token"": "" 05"", ""value"": 0.18601565062999725}, {""token_id"": 42636, ""token"": ""Hb"", ""value"": 0.17961403727531433}, {""token_id"": 48412, ""token"": ""ipers"", ""value"": 0.178708016872406}]",27,:,0,0.08264708518981934,0.028486251831054688,0.6889222860336304,"[{""token_id"": 27, ""token"": "":"", ""value"": 0.08264708518981934}, {""token_id"": 15, ""token"": ""."", ""value"": 0.08032599091529846}, {""token_id"": 16, ""token"": ""/"", ""value"": 0.014653751626610756}, {""token_id"": 14, ""token"": ""-"", ""value"": 0.011014620773494244}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.010526655241847038}]",False,geometry_only_neighbor; LM_head_predicts_token27; LM_top1_p=0.0826
step1000,1000,endpoint,7,1338,lement,18,26.735118865966797,10.458736419677734,15.556838989257812,0.39119842648506165,28805, Rav,30,0.1937311291694641,0.016963481903076172,4.3071431408246745,moderate_separation,"[{""token_id"": 28805, ""token"": "" Rav"", ""value"": 0.1937311291694641}, {""token_id"": 48185, ""token"": "" Α"", ""value"": 0.17676764726638794}, {""token_id"": 42636, ""token"": ""Hb"", ""value"": 0.17631545662879944}, {""token_id"": 47000, ""token"": "" ENG"", ""value"": 0.17238102853298187}, {""token_id"": 25554, ""token"": ""ocarcinoma"", ""value"": 0.1722794473171234}]",15,.,8666,0.09381035715341568,0.08261775970458984,0.6701052188873291,"[{""token_id"": 15, ""token"": ""."", ""value"": 0.09381035715341568}, {""token_id"": 27, ""token"": "":"", ""value"": 0.08637148141860962}, {""token_id"": 16, ""token"": ""/"", ""value"": 0.020291337743401527}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.015803663060069084}, {""token_id"": 13, ""token"": "","", ""value"": 0.012314979918301105}]",False,geometry_only_neighbor; LM_head_predicts_token15; LM_top1_p=0.0938
step5000,4750,1000_16000_interp1,0,29104, repetitive,16,37.11861038208008,5.446048736572266,7.910258769989014,0.14672017097473145,37906,GAA,0,0.21240931749343872,0.018814504146575928,4.667293477428505,moderate_separation,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.21240931749343872}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.1935948133468628}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.18593226373195648}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.1784970462322235}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.17322659492492676}]",187,"
",1,0.08458570390939713,0.1967926025390625,0.5825195908546448,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08458570390939713}, {""token_id"": 15, ""token"": ""."", ""value"": 0.06947539746761322}, {""token_id"": 13, ""token"": "","", ""value"": 0.041274528950452805}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.03830713778734207}, {""token_id"": 209, ""token"": "" "", ""value"": 0.034880127757787704}]",False,geometry_only_neighbor; LM_head_predicts_token187; LM_top1_p=0.0846
step5000,4750,1000_16000_interp1,1,10020, semi,112,37.38439178466797,1.2442251443862915,1.8989232778549194,0.03328194096684456,37906,GAA,0,0.21183127164840698,0.022561654448509216,4.666741559862859,moderate_separation,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.21183127164840698}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18926961719989777}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.183449387550354}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.1783907115459442}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.17064210772514343}]",187,"
",1,0.08592569828033447,0.0721731185913086,0.5803093314170837,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08592569828033447}, {""token_id"": 15, ""token"": ""."", ""value"": 0.07994267344474792}, {""token_id"": 13, ""token"": "","", ""value"": 0.0415780246257782}, {""token_id"": 1794, ""token"": "" bi"", ""value"": 0.036883510649204254}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.0348808616399765}]",False,geometry_only_neighbor; LM_head_predicts_token187; LM_top1_p=0.0859
step5000,4750,1000_16000_interp1,2,1941, evidence,284,37.1639404296875,4.695279598236084,5.9555768966674805,0.12633965909481049,37906,GAA,0,0.20942509174346924,0.021389782428741455,4.609617207811349,moderate_separation,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.20942509174346924}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18803530931472778}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.18331578373908997}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.17732000350952148}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.17210111021995544}]",187,"
",1,0.08222032338380814,0.07573604583740234,0.5850183367729187,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08222032338380814}, {""token_id"": 15, ""token"": ""."", ""value"": 0.07622324675321579}, {""token_id"": 13, ""token"": "","", ""value"": 0.04397567734122276}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.03726606443524361}, {""token_id"": 1794, ""token"": "" bi"", ""value"": 0.03036166913807392}]",False,geometry_only_neighbor; LM_head_predicts_token187; LM_top1_p=0.0822
step5000,4750,1000_16000_interp1,3,38730, orientations,4,36.26280975341797,9.939714431762695,11.133769989013672,0.2741021513938904,37906,GAA,0,0.21185119450092316,0.024328991770744324,4.618620992735737,moderate_separation,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.21185119450092316}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18752220273017883}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.18432244658470154}, {""token_id"": 11850, ""token"": "" maintaining"", ""value"": 0.17813417315483093}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.17574355006217957}]",187,"
",1,0.07553528249263763,0.26363372802734375,0.590086042881012,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.07553528249263763}, {""token_id"": 15, ""token"": ""."", ""value"": 0.05803035572171211}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.04612252488732338}, {""token_id"": 13, ""token"": "","", ""value"": 0.043386440724134445}, {""token_id"": 209, ""token"": "" "", ""value"": 0.03657063841819763}]",False,geometry_only_neighbor; LM_head_predicts_token187; LM_top1_p=0.0755
step5000,4750,1000_16000_interp1,4,21853, workplace,10,36.846073150634766,7.120932102203369,9.137724876403809,0.19326162338256836,37906,GAA,0,0.2124064862728119,0.022924065589904785,4.650452428449431,moderate_separation,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.2124064862728119}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.1894824206829071}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.18419967591762543}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.1779608130455017}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.17331647872924805}]",187,"
",1,0.08030977100133896,0.12886714935302734,0.5867912769317627,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08030977100133896}, {""token_id"": 15, ""token"": ""."", ""value"": 0.07059957087039948}, {""token_id"": 13, ""token"": "","", ""value"": 0.043432384729385376}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.04278770089149475}, {""token_id"": 209, ""token"": "" "", ""value"": 0.033303163945674896}]",False,geometry_only_neighbor; LM_head_predicts_token187; LM_top1_p=0.0803
step5000,4750,1000_16000_interp1,5,5631, Govern,13,35.98522186279297,11.126678466796875,15.070308685302734,0.30920132994651794,37906,GAA,0,0.21068726480007172,0.020710095763206482,4.558261423655085,moderate_separation,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.21068726480007172}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18997716903686523}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.18427497148513794}, {""token_id"": 3072, ""token"": "" population"", ""value"": 0.18227159976959229}, {""token_id"": 11850, ""token"": "" maintaining"", ""value"": 0.1761636734008789}]",187,"
",1,0.07561584562063217,0.33121776580810547,0.5894842743873596,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.07561584562063217}, {""token_id"": 15, ""token"": ""."", ""value"": 0.054295867681503296}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.04476029798388481}, {""token_id"": 13, ""token"": "","", ""value"": 0.04297877475619316}, {""token_id"": 209, ""token"": "" "", ""value"": 0.03957493230700493}]",False,geometry_only_neighbor; LM_head_predicts_token187; LM_top1_p=0.0756
step5000,4750,1000_16000_interp1,6,30736,corn,3,37.32023239135742,2.5574471950531006,3.0639665126800537,0.06852709501981735,37906,GAA,0,0.20983770489692688,0.020993292331695557,4.625853372981454,moderate_separation,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.20983770489692688}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18884441256523132}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.1830311119556427}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.17841918766498566}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.1702088713645935}]",187,"
",1,0.08395257592201233,0.025333404541015625,0.5820809602737427,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08395257592201233}, {""token_id"": 15, ""token"": ""."", ""value"": 0.081852488219738}, {""token_id"": 13, ""token"": "","", ""value"": 0.04332435131072998}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.03512962907552719}, {""token_id"": 1794, ""token"": "" bi"", ""value"": 0.03319685906171799}]",False,geometry_only_neighbor; LM_head_predicts_token187; LM_top1_p=0.0840
step5000,4750,1000_16000_interp1,7,1338,lement,18,36.67802810668945,8.127116203308105,11.47099781036377,0.22157996892929077,37906,GAA,0,0.2077813446521759,0.013860002160072327,4.535902025046215,moderate_separation,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.2077813446521759}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.19392134249210358}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.1851482391357422}, {""token_id"": 3072, ""token"": "" population"", ""value"": 0.1797909140586853}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.17694401741027832}]",187,"
",1,0.07432518899440765,0.30126380920410156,0.595596432685852,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.07432518899440765}, {""token_id"": 15, ""token"": ""."", ""value"": 0.05499190837144852}, {""token_id"": 13, ""token"": "","", ""value"": 0.043173421174287796}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.04136950150132179}, {""token_id"": 209, ""token"": "" "", ""value"": 0.03944111242890358}]",False,geometry_only_neighbor; LM_head_predicts_token187; LM_top1_p=0.0743
