checkpoint,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,projection_1,projection_2,projection_3,projection_4
step27000,7,1,23778, motive,8,2,-0.8246796131134033,-0.20443034172058105,-1.5986659526824951,0.053575992584228516
step27000,7,2,19211, cabinet,33,5,1.4721918106079102,-1.7799878120422363,-0.9881088137626648,0.19557863473892212
step27000,7,3,6574, miles,404,7,-2.487577438354492,-0.20479387044906616,0.22826296091079712,-1.526064157485962
step27000,8,0,21825, clones,2,0,-0.8117519617080688,-1.2398957014083862,-1.7562252283096313,-1.064911127090454
step27000,8,1,23778, motive,8,2,-2.046922445297241,0.3974758982658386,-2.0627832412719727,0.10214352607727051
step27000,8,2,19211, cabinet,33,5,0.6455694437026978,-1.583328127861023,-1.0132006406784058,-0.23451417684555054
step27000,8,3,6574, miles,404,7,-2.469789505004883,0.23929333686828613,-0.09897536039352417,-0.3263115882873535
step27000,9,0,21825, clones,2,0,-0.6669260263442993,-1.0143086910247803,-2.091571092605591,-0.4595915973186493
step27000,9,1,23778, motive,8,2,-2.783686876296997,0.5370606780052185,-2.245628595352173,0.15283799171447754
step27000,9,2,19211, cabinet,33,5,0.19455717504024506,-1.27625572681427,-1.1683266162872314,-0.5375770330429077
step27000,9,3,6574, miles,404,7,-2.129892110824585,0.5736324787139893,-0.37613096833229065,0.7688722014427185
step27000,10,0,21825, clones,2,0,-0.3964877128601074,-0.701110303401947,-2.178854465484619,-0.10501369833946228
step27000,10,1,23778, motive,8,2,-2.7429873943328857,0.4147697389125824,-2.2979681491851807,0.20596694946289062
step27000,10,2,19211, cabinet,33,5,0.31694722175598145,-1.0328904390335083,-1.4287118911743164,-0.7247740030288696
step27000,10,3,6574, miles,404,7,-1.5643279552459717,0.5640252828598022,-0.6327182650566101,1.529098391532898
step27000,11,0,21825, clones,2,0,-0.09974968433380127,-0.39146822690963745,-2.145881175994873,-0.08201411366462708
step27000,11,1,23778, motive,8,2,-2.2187979221343994,0.23998293280601501,-2.337338447570801,0.16101276874542236
step27000,11,2,19211, cabinet,33,5,0.8499014973640442,-0.9325908422470093,-1.673581600189209,-0.893327534198761
step27000,11,3,6574, miles,404,7,-1.011242151260376,0.25313401222229004,-0.8608921766281128,1.837614893913269
step27000,12,0,21825, clones,2,0,0.24845051765441895,-0.13357779383659363,-2.113753318786621,-0.3492777347564697
step27000,12,1,23778, motive,8,2,-1.4871480464935303,0.0461413711309433,-2.3872008323669434,-0.013072729110717773
step27000,12,2,19211, cabinet,33,5,1.397200107574463,-0.9281049966812134,-1.8120373487472534,-1.1123420000076294
step27000,12,3,6574, miles,404,7,-0.5829962491989136,-0.2077588438987732,-1.1289438009262085,1.7041170597076416
step27000,13,0,21825, clones,2,0,0.6951269507408142,0.05378023535013199,-2.1525392532348633,-0.7665005326271057
step27000,13,1,23778, motive,8,2,-0.7262377738952637,-0.14328503608703613,-2.419900894165039,-0.27191656827926636
step27000,13,2,19211, cabinet,33,5,1.701256275177002,-0.9738105535507202,-1.901594638824463,-1.3854751586914062
step27000,13,3,6574, miles,404,7,-0.29649531841278076,-0.6791337132453918,-1.459985613822937,1.2375340461730957
step27000,14,0,21825, clones,2,0,1.2340424060821533,0.15877389907836914,-2.2727861404418945,-1.1894872188568115
step27000,14,1,23778, motive,8,2,-0.06817686557769775,-0.291342169046402,-2.4327147006988525,-0.58115553855896
step27000,14,2,19211, cabinet,33,5,1.7905585765838623,-1.0600563287734985,-2.018308639526367,-1.6741944551467896
step27000,14,3,6574, miles,404,7,-0.09452080726623535,-1.068067193031311,-1.7743260860443115,0.5719896554946899
step27000,15,0,21825, clones,2,0,1.8091984987258911,0.18072789907455444,-2.445723533630371,-1.5351386070251465
step27000,15,1,23778, motive,8,2,0.4351247549057007,-0.3869621157646179,-2.439387321472168,-0.9225008487701416
step27000,15,2,19211, cabinet,33,5,1.76094388961792,-1.1539509296417236,-2.1457624435424805,-1.923753023147583
step27000,15,3,6574, miles,404,7,0.07767963409423828,-1.3268113136291504,-1.9897512197494507,-0.14310304820537567
step27000,16,0,21825, clones,2,0,2.3466577529907227,0.13130512833595276,-2.626744270324707,-1.785231113433838
step27000,16,1,23778, motive,8,2,0.8140181303024292,-0.45233601331710815,-2.4498605728149414,-1.2723618745803833
step27000,16,2,19211, cabinet,33,5,1.6447577476501465,-1.186357021331787,-2.230097770690918,-2.109844446182251
step27000,16,3,6574, miles,404,7,0.26589304208755493,-1.4421868324279785,-2.110630989074707,-0.7877746820449829
step27000,17,0,21825, clones,2,0,2.7804670333862305,0.025528550148010254,-2.772756576538086,-1.9578895568847656
step27000,17,1,23778, motive,8,2,1.1094402074813843,-0.510303258895874,-2.4680047035217285,-1.5875511169433594
step27000,17,2,19211, cabinet,33,5,1.4621614217758179,-1.0956116914749146,-2.240769147872925,-2.2561638355255127
step27000,17,3,6574, miles,404,7,0.5057839751243591,-1.4479938745498657,-2.2104594707489014,-1.2962018251419067
step27000,18,0,21825, clones,2,0,3.0693564414978027,-0.12111461162567139,-2.8521804809570312,-2.08034086227417
step27000,18,1,23778, motive,8,2,1.3356229066848755,-0.5656017065048218,-2.491034507751465,-1.8206135034561157
step27000,18,2,19211, cabinet,33,5,1.243180751800537,-0.8733208179473877,-2.1835477352142334,-2.400866985321045
step27000,18,3,6574, miles,404,7,0.8036549091339111,-1.398681640625,-2.3455331325531006,-1.64970862865448
step27000,19,0,21825, clones,2,0,3.2008776664733887,-0.294211745262146,-2.8518733978271484,-2.174348831176758
step27000,19,1,23778, motive,8,2,1.494030237197876,-0.6145551800727844,-2.511320114135742,-1.9531782865524292
step27000,19,2,19211, cabinet,33,5,1.002448558807373,-0.557567834854126,-2.098609685897827,-2.5605554580688477
step27000,19,3,6574, miles,404,7,1.130898356437683,-1.3328742980957031,-2.4952499866485596,-1.857763409614563
step27000,20,0,21825, clones,2,0,3.1857311725616455,-0.4849061369895935,-2.7810611724853516,-2.2512104511260986
step27000,20,1,23778, motive,8,2,1.589282512664795,-0.6586055159568787,-2.5221452713012695,-2.0084877014160156
step27000,20,2,19211, cabinet,33,5,0.7377542853355408,-0.19813644886016846,-2.038179874420166,-2.722259283065796
step27000,20,3,6574, miles,404,7,1.4476701021194458,-1.2596044540405273,-2.5959081649780273,-1.9601154327392578
step27000,21,0,21825, clones,2,0,3.0499324798583984,-0.6914643049240112,-2.6698219776153564,-2.3151254653930664
step27000,21,1,23778, motive,8,2,1.6307321786880493,-0.7056728601455688,-2.522364616394043,-2.033419370651245
step27000,21,2,19211, cabinet,33,5,0.44574451446533203,0.1605224609375,-2.0263171195983887,-2.860738754272461
step27000,21,3,6574, miles,404,7,1.724656105041504,-1.1623427867889404,-2.602510929107666,-2.0253145694732666
step27000,22,0,21825, clones,2,0,2.826845169067383,-0.9155263304710388,-2.561185359954834,-2.370164155960083
step27000,22,1,23778, motive,8,2,1.6276075839996338,-0.7653393745422363,-2.518160581588745,-2.0696821212768555
step27000,22,2,19211, cabinet,33,5,0.12643462419509888,0.4789252281188965,-2.0436248779296875,-2.946892261505127
step27000,22,3,6574, miles,404,7,1.9340344667434692,-1.0263497829437256,-2.5115578174591064,-2.1136443614959717
step27000,23,0,21825, clones,2,0,2.5476043224334717,-1.1558055877685547,-2.498337984085083,-2.4205453395843506
step27000,23,1,23778, motive,8,2,1.585518717765808,-0.8438777923583984,-2.5232481956481934,-2.135740280151367
step27000,23,2,19211, cabinet,33,5,-0.21893195807933807,0.7208372354507446,-2.0477395057678223,-2.9505929946899414
step27000,23,3,6574, miles,404,7,2.038799285888672,-0.8649371862411499,-2.358370780944824,-2.2466185092926025
step27000,24,0,21825, clones,2,0,2.2316904067993164,-1.4023849964141846,-2.509725332260132,-2.464177131652832
step27000,24,1,23778, motive,8,2,1.5061049461364746,-0.9406505823135376,-2.5521843433380127,-2.2252583503723145
step27000,24,2,19211, cabinet,33,5,-0.5895673036575317,0.8514547348022461,-2.0007212162017822,-2.8562934398651123
step27000,24,3,6574, miles,404,7,2.008047342300415,-0.7207889556884766,-2.203914165496826,-2.406891345977783
step27000,25,0,21825, clones,2,0,1.8835822343826294,-1.6359503269195557,-2.597038507461548,-2.4903299808502197
step27000,25,1,23778, motive,8,2,1.3874379396438599,-1.0483847856521606,-2.6098005771636963,-2.31665301322937
step27000,25,2,19211, cabinet,33,5,-0.9860196709632874,0.8435243368148804,-1.8855769634246826,-2.6761395931243896
step27000,25,3,6574, miles,404,7,1.8442668914794922,-0.6449631452560425,-2.1084985733032227,-2.549478530883789
step27000,26,0,21825, clones,2,0,1.5020287036895752,-1.837151050567627,-2.7340569496154785,-2.4869651794433594
step27000,26,1,23778, motive,8,2,1.2246849536895752,-1.1578645706176758,-2.688002109527588,-2.3880014419555664
step27000,26,2,19211, cabinet,33,5,-1.4050171375274658,0.6978194713592529,-1.7087416648864746,-2.4439451694488525
step27000,26,3,6574, miles,404,7,1.5671613216400146,-0.6637506484985352,-2.1079719066619873,-2.619351863861084
step27000,27,0,21825, clones,2,0,1.0973960161209106,-2.001126766204834,-2.8770599365234375,-2.4516518115997314
step27000,27,1,23778, motive,8,2,1.0141111612319946,-1.2642489671707153,-2.770297050476074,-2.4302315711975098
step27000,27,2,19211, cabinet,33,5,-1.8320428133010864,0.4506429433822632,-1.488297462463379,-2.1973648071289062
step27000,27,3,6574, miles,404,7,1.1732711791992188,-0.7655185461044312,-2.202244758605957,-2.588900327682495
step27000,28,0,21825, clones,2,0,0.701022744178772,-2.140007972717285,-2.980452537536621,-2.3978967666625977
step27000,28,1,23778, motive,8,2,0.7613932490348816,-1.3707010746002197,-2.837127685546875,-2.4513256549835205
step27000,28,2,19211, cabinet,33,5,-2.244823455810547,0.15079796314239502,-1.2360613346099854,-1.9615274667739868
step27000,28,3,6574, miles,404,7,0.6487010717391968,-0.9188625812530518,-2.35347843170166,-2.4879343509674072
step27000,29,0,21825, clones,2,0,0.35655009746551514,-2.2658770084381104,-3.0134494304656982,-2.3522756099700928
step27000,29,1,23778, motive,8,2,0.4887849688529968,-1.483638048171997,-2.8706862926483154,-2.4697165489196777
step27000,29,2,19211, cabinet,33,5,-2.621356248855591,-0.17122113704681396,-0.9558061361312866,-1.7485897541046143
step27000,29,3,6574, miles,404,7,0.022235095500946045,-1.0996067523956299,-2.5092954635620117,-2.3792853355407715
step27000,30,0,21825, clones,2,0,0.10056042671203613,-2.374016761779785,-2.9718832969665527,-2.3413894176483154
step27000,30,1,23778, motive,8,2,0.23366284370422363,-1.6021337509155273,-2.859927177429199,-2.502373695373535
step27000,30,2,19211, cabinet,33,5,-2.9328813552856445,-0.5081204175949097,-0.6603236794471741,-1.5729658603668213
step27000,30,3,6574, miles,404,7,-0.607122004032135,-1.3031260967254639,-2.628324270248413,-2.314471960067749
step27000,31,0,21825, clones,2,0,-0.05018359422683716,-2.445258378982544,-2.8761374950408936,-2.3775134086608887
step27000,31,1,23778, motive,8,2,0.036778390407562256,-1.7135792970657349,-2.8038816452026367,-2.555647850036621
step27000,31,2,19211, cabinet,33,5,-3.137787103652954,-0.8471646308898926,-0.3818094730377197,-1.4534626007080078
step27000,31,3,6574, miles,404,7,-1.1081746816635132,-1.5261521339416504,-2.682065010070801,-2.3146042823791504
step27000,32,0,21825, clones,2,0,-0.09743481874465942,-2.460261106491089,-2.7554144859313965,-2.4552996158599854
step27000,32,1,23778, motive,8,2,-0.07293832302093506,-1.8000378608703613,-2.711308002471924,-2.6247379779815674
step27000,32,2,19211, cabinet,33,5,-3.19693922996521,-1.158513069152832,-0.16388952732086182,-1.3989191055297852
step27000,32,3,6574, miles,404,7,-1.38423752784729,-1.7417597770690918,-2.662790298461914,-2.369077682495117
step27000,33,0,21825, clones,2,0,-0.05392330884933472,-2.4112255573272705,-2.6310391426086426,-2.559863805770874
step27000,33,1,23778, motive,8,2,-0.08716511726379395,-1.8476439714431763,-2.5962347984313965,-2.7009332180023193
step27000,33,2,19211, cabinet,33,5,-3.098005533218384,-1.420589566230774,-0.03787589073181152,-1.4036777019500732
step27000,33,3,6574, miles,404,7,-1.4094035625457764,-1.9092282056808472,-2.5930662155151367,-2.4510865211486816
step27000,34,0,21825, clones,2,0,0.062096476554870605,-2.305241823196411,-2.5099828243255615,-2.6761064529418945
step27000,34,1,23778, motive,8,2,-0.016701817512512207,-1.8517011404037476,-2.4714572429656982,-2.7786972522735596
step27000,34,2,19211, cabinet,33,5,-2.864266872406006,-1.6315159797668457,-0.009617447853088379,-1.4581127166748047
step27000,34,3,6574, miles,404,7,-1.220848560333252,-1.9978724718093872,-2.5064523220062256,-2.5397629737854004
step27000,35,0,21825, clones,2,0,0.22897112369537354,-2.1614248752593994,-2.3894288539886475,-2.7931041717529297
step27000,35,1,23778, motive,8,2,0.11597096920013428,-1.816961407661438,-2.344545841217041,-2.8567302227020264
step27000,35,2,19211, cabinet,33,5,-2.542631149291992,-1.7933191061019897,-0.06845450401306152,-1.5598783493041992
step27000,35,3,6574, miles,404,7,-0.889649510383606,-1.9936444759368896,-2.4169187545776367,-2.6304938793182373
step27000,36,0,21825, clones,2,0,0.42317771911621094,-2.0048413276672363,-2.2653298377990723,-2.9043397903442383
step27000,36,1,23778, motive,8,2,0.2842923402786255,-1.755406379699707,-2.218590497970581,-2.934981107711792
step27000,36,2,19211, cabinet,33,5,-2.181731700897217,-1.9032038450241089,-0.19577789306640625,-1.7150440216064453
step27000,36,3,6574, miles,404,7,-0.492193341255188,-1.9030288457870483,-2.31588077545166,-2.728785991668701
step27000,37,0,21825, clones,2,0,0.6223709583282471,-1.8594733476638794,-2.1380531787872314,-3.006401300430298
step27000,37,1,23778, motive,8,2,0.4633282423019409,-1.6827342510223389,-2.0955464839935303,-3.0125508308410645
step27000,37,2,19211, cabinet,33,5,-1.8109676837921143,-1.9621052742004395,-0.36420750617980957,-1.9273748397827148
step27000,37,3,6574, miles,404,7,-0.09148180484771729,-1.754297137260437,-2.193424940109253,-2.837588310241699
step27000,38,0,21825, clones,2,0,0.8091848492622375,-1.7428600788116455,-2.0130577087402344,-3.0976972579956055
step27000,38,1,23778, motive,8,2,0.6338191032409668,-1.6144907474517822,-1.9788546562194824,-3.0880849361419678
step27000,38,2,19211, cabinet,33,5,-1.4332460165023804,-1.9811677932739258,-0.5398561954498291,-2.1878559589385986
step27000,38,3,6574, miles,404,7,0.2704768180847168,-1.5857795476913452,-2.0527637004852295,-2.952834129333496
step27000,39,0,21825, clones,2,0,0.9733870625495911,-1.6641030311584473,-1.8981504440307617,-3.1776304244995117
step27000,39,1,23778, motive,8,2,0.7843245267868042,-1.5629037618637085,-1.8736821413040161,-3.1607401371002197
step27000,39,2,19211, cabinet,33,5,-1.0373990535736084,-1.9730205535888672,-0.6942676305770874,-2.4754366874694824
step27000,39,3,6574, miles,404,7,0.5730394124984741,-1.432047724723816,-1.9091793298721313,-3.068657398223877
step27000,40,0,21825, clones,2,0,1.1112109422683716,-1.6244752407073975,-1.799781322479248,-3.246087074279785
step27000,40,1,23778, motive,8,2,0.9110004901885986,-1.5348774194717407,-1.7850110530853271,-3.2300682067871094
step27000,40,2,19211, cabinet,33,5,-0.6192305088043213,-1.9392117261886597,-0.8137190341949463,-2.765490770339966
step27000,40,3,6574, miles,404,7,0.8130357265472412,-1.3170182704925537,-1.7821623086929321,-3.181367874145508
step27000,41,0,21825, clones,2,0,1.2226569652557373,-1.619060754776001,-1.720300316810608,-3.3031563758850098
step27000,41,1,23778, motive,8,2,1.015307903289795,-1.5312519073486328,-1.7150237560272217,-3.2952046394348145
step27000,41,2,19211, cabinet,33,5,-0.19318032264709473,-1.8720778226852417,-0.8993409276008606,-3.036280870437622
step27000,41,3,6574, miles,404,7,0.9985063076019287,-1.252637267112732,-1.687314748764038,-3.2885477542877197
step27000,42,0,21825, clones,2,0,1.3085453510284424,-1.6386265754699707,-1.6571625471115112,-3.3491525650024414
step27000,42,1,23778, motive,8,2,1.100754976272583,-1.5475001335144043,-1.6613903045654297,-3.3545475006103516
step27000,42,2,19211, cabinet,33,5,0.2121717929840088,-1.7692159414291382,-0.96392422914505,-3.270095109939575
step27000,42,3,6574, miles,404,7,1.141570806503296,-1.2392566204071045,-1.6304162740707397,-3.386910915374756
step27000,43,0,21825, clones,2,0,1.3688088655471802,-1.671863079071045,-1.6039092540740967,-3.3847553730010986
step27000,43,1,23778, motive,8,2,1.1700544357299805,-1.5757259130477905,-1.6174064874649048,-3.4063315391540527
step27000,43,2,19211, cabinet,33,5,0.5671839714050293,-1.6427396535873413,-1.0259555578231812,-3.452474594116211
step27000,43,3,6574, miles,404,7,1.2522815465927124,-1.267248272895813,-1.6052170991897583,-3.4718096256256104
step27000,44,0,21825, clones,2,0,1.4024391174316406,-1.7078291177749634,-1.552156686782837,-3.4111552238464355
step27000,44,1,23778, motive,8,2,1.223718523979187,-1.6072731018066406,-1.5737862586975098,-3.4495182037353516
step27000,44,2,19211, cabinet,33,5,0.8518369197845459,-1.5145461559295654,-1.09923255443573,-3.5733556747436523
step27000,44,3,6574, miles,404,7,1.3352255821228027,-1.3211535215377808,-1.5957081317901611,-3.5386240482330322
step27000,45,0,21825, clones,2,0,1.4085310697555542,-1.7379107475280762,-1.4937132596969604,-3.4300997257232666
step27000,45,1,23778, motive,8,2,1.2603256702423096,-1.6348544359207153,-1.5211164951324463,-3.4842453002929688
step27000,45,2,19211, cabinet,33,5,1.0588738918304443,-1.4047831296920776,-1.1845669746398926,-3.6302661895751953
step27000,45,3,6574, miles,404,7,1.3896117210388184,-1.3851536512374878,-1.5815510749816895,-3.584714412689209
step27000,46,0,21825, clones,2,0,1.3875937461853027,-1.7567273378372192,-1.4222238063812256,-3.44378662109375
step27000,46,1,23778, motive,8,2,1.2779252529144287,-1.6536146402359009,-1.4519098997116089,-3.5116195678710938
step27000,46,2,19211, cabinet,33,5,1.1916717290878296,-1.3242673873901367,-1.2699166536331177,-3.629439353942871
step27000,46,3,6574, miles,404,7,1.4119632244110107,-1.4467887878417969,-1.5439774990081787,-3.6104736328125
step27000,47,0,21825, clones,2,0,1.342577576637268,-1.7620261907577515,-1.3340651988983154,-3.454570770263672
step27000,47,1,23778, motive,8,2,1.2755485773086548,-1.66123628616333,-1.3616783618927002,-3.5330910682678223
step27000,47,2,19211, cabinet,33,5,1.2602949142456055,-1.2741349935531616,-1.3365869522094727,-3.5826499462127686
step27000,47,3,6574, miles,404,7,1.3995206356048584,-1.4977500438690186,-1.4699153900146484,-3.6191258430480957
step27000,48,0,21825, clones,2,0,1.2793020009994507,-1.754027009010315,-1.2284698486328125,-3.4644832611083984
step27000,48,1,23778, motive,8,2,1.2542402744293213,-1.657623529434204,-1.2489748001098633,-3.5497851371765137
step27000,48,2,19211, cabinet,33,5,1.2768503427505493,-1.2493631839752197,-1.36545729637146,-3.5031776428222656
step27000,48,3,6574, miles,404,7,1.3528375625610352,-1.533111810684204,-1.3536522388458252,-3.615708351135254
step27000,49,0,21825, clones,2,0,1.2061234712600708,-1.7347301244735718,-1.1069989204406738,-3.474647045135498
step27000,49,1,23778, motive,8,2,1.2172930240631104,-1.6445993185043335,-1.114831805229187,-3.562077283859253
step27000,49,2,19211, cabinet,33,5,1.251250982284546,-1.24245023727417,-1.3408915996551514,-3.4038565158843994
step27000,49,3,6574, miles,404,7,1.2770015001296997,-1.5508882999420166,-1.1964077949523926,-3.605541706085205
step27000,50,0,21825, clones,2,0,1.1328022480010986,-1.70740807056427,-0.9726920127868652,-3.484862804412842
step27000,50,1,23778, motive,8,2,1.169866919517517,-1.6256604194641113,-0.961982250213623,-3.569413185119629
step27000,50,2,19211, cabinet,33,5,1.1895962953567505,-1.246140718460083,-1.2530161142349243,-3.2962605953216553
step27000,50,3,6574, miles,404,7,1.1814241409301758,-1.5523581504821777,-1.004576325416565,-3.5926337242126465
step27000,51,0,21825, clones,2,0,1.06881844997406,-1.6762478351593018,-0.8290997743606567,-3.49349308013916
step27000,51,1,23778, motive,8,2,1.1181800365447998,-1.605579137802124,-0.7941586971282959,-3.5703463554382324
step27000,51,2,19211, cabinet,33,5,1.0958685874938965,-1.2552905082702637,-1.099046230316162,-3.1893672943115234
step27000,51,3,6574, miles,404,7,1.0783909559249878,-1.5423473119735718,-0.7874326705932617,-3.5784788131713867
step27000,52,0,21825, clones,2,0,1.0215981006622314,-1.6460659503936768,-0.6795399188995361,-3.497725009918213
step27000,52,1,23778, motive,8,2,1.0685276985168457,-1.5897676944732666,-0.6156376600265503,-3.5627589225769043
step27000,52,2,19211, cabinet,33,5,0.9749875068664551,-1.268118977546692,-0.8835663795471191,-3.0876564979553223
step27000,52,3,6574, miles,404,7,0.9808168411254883,-1.5285536050796509,-0.5551117658615112,-3.5616536140441895
step27000,53,0,21825, clones,2,0,0.9951645135879517,-1.6219738721847534,-0.5266704559326172,-3.494174003601074
step27000,53,1,23778, motive,8,2,1.0262328386306763,-1.5834077596664429,-0.4310011863708496,-3.5442614555358887
step27000,53,2,19211, cabinet,33,5,0.8345339298248291,-1.2868962287902832,-0.617576003074646,-2.989593505859375
step27000,53,3,6574, miles,404,7,0.8997440338134766,-1.5199153423309326,-0.3172788619995117,-3.53839111328125
step27000,54,0,21825, clones,2,0,0.9896303415298462,-1.6089307069778442,-0.3725045919418335,-3.4795994758605957
step27000,54,1,23778, motive,8,2,0.9947808980941772,-1.590625286102295,-0.2450655698776245,-3.5127310752868652
step27000,54,2,19211, cabinet,33,5,0.6837952136993408,-1.3182697296142578,-0.3164823055267334,-2.887392282485962
step27000,54,3,6574, miles,404,7,0.8421334028244019,-1.524725079536438,-0.08253312110900879,-3.503870725631714
step27000,55,0,21825, clones,2,0,1.0015352964401245,-1.6111499071121216,-0.21875417232513428,-3.4515810012817383
step27000,55,1,23778, motive,8,2,0.9752886295318604,-1.613885521888733,-0.06294631958007812,-3.466885566711426
step27000,55,2,19211, cabinet,33,5,0.5307374000549316,-1.3732542991638184,0.0025712251663208008,-2.7684473991394043
step27000,55,3,6574, miles,404,7,0.8095875978469849,-1.5491738319396973,0.1416987180709839,-3.4537410736083984
step27000,56,0,21825, clones,2,0,1.024850606918335,-1.6314393281936646,-0.0674368143081665,-3.4089972972869873
step27000,56,1,23778, motive,8,2,0.9665151834487915,-1.6537706851959229,0.10982751846313477,-3.406724452972412
step27000,56,2,19211, cabinet,33,5,0.37904787063598633,-1.4662725925445557,0.32325053215026855,-2.6183156967163086
step27000,56,3,6574, miles,404,7,0.7984554767608643,-1.5965888500213623,0.34898364543914795,-3.3853507041931152
step27000,57,0,21825, clones,2,0,1.0522829294204712,-1.670623779296875,0.07849240303039551,-3.3522486686706543
step27000,57,1,23778, motive,8,2,0.9654406309127808,-1.709096908569336,0.2672710418701172,-3.3337228298187256
step27000,57,2,19211, cabinet,33,5,0.22760963439941406,-1.6122852563858032,0.631373405456543,-2.4241857528686523
step27000,57,3,6574, miles,404,7,0.8013641834259033,-1.6672308444976807,0.5335016250610352,-3.298452377319336
step27000,58,0,21825, clones,2,0,1.0766077041625977,-1.7273567914962769,0.2146763801574707,-3.283254384994507
step27000,58,1,23778, motive,8,2,0.9682416915893555,-1.7773393392562866,0.40306901931762695,-3.2507214546203613
step27000,58,2,19211, cabinet,33,5,0.07320380210876465,-1.821821928024292,0.9142774343490601,-2.1775546073913574
step27000,58,3,6574, miles,404,7,0.8096195459365845,-1.7586238384246826,0.6896028518676758,-3.1953346729278564
step27000,59,0,21825, clones,2,0,1.09183669090271,-1.7984548807144165,0.3353438377380371,-3.2052459716796875
step27000,59,1,23778, motive,8,2,0.971442699432373,-1.855217456817627,0.5110254287719727,-3.161569595336914
step27000,59,2,19211, cabinet,33,5,-0.08582878112792969,-2.095388889312744,1.1590220928192139,-1.8753104209899902
step27000,59,3,6574, miles,404,7,0.8156369924545288,-1.866359829902649,0.81144118309021,-3.080519914627075
step27000,60,0,21825, clones,2,0,1.0942200422286987,-1.8796457052230835,0.43385934829711914,-3.122339963912964
step27000,60,1,23778, motive,8,2,0.9728600978851318,-1.9392492771148682,0.5858464241027832,-3.070547342300415
step27000,60,2,19211, cabinet,33,5,-0.247894287109375,-2.4193854331970215,1.3516589403152466,-1.5192482471466064
step27000,60,3,6574, miles,404,7,0.8147910833358765,-1.9851140975952148,0.8930423259735107,-2.960024118423462
step27000,61,0,21825, clones,2,0,1.0829881429672241,-1.9664174318313599,0.5038015842437744,-3.038897752761841
step27000,61,1,23778, motive,8,2,0.9720437526702881,-2.026067018508911,0.6240842342376709,-2.9816906452178955
